,Unnamed: 0,Unnamed: 1,R,ACS,K,D,A,+/–,KAST,ADR,HS%,FK,FD,+/–.1,scores_team_1,scores_team_2,Map 1Unnamed: 0,Map 1Unnamed: 1,Map 1R,Map 1ACS,Map 1K,Map 1D,Map 1A,Map 1+/–,Map 1KAST,Map 1ADR,Map 1HS%,Map 1FK,Map 1FD,Map 1+/–.1,Map 2Unnamed: 0,Map 2Unnamed: 1,Map 2R,Map 2ACS,Map 2K,Map 2D,Map 2A,Map 2+/–,Map 2KAST,Map 2ADR,Map 2HS%,Map 2FK,Map 2FD,Map 2+/–.1
56,Kyu SCC,,1.74  1.58  1.81,326  298  339,20  5  15,/  8  3  5  /,9  3  6,+12  +2  +10,94%  100%  92%,208  198  213,15%  17%  13%,7  1  6,0  0  0,+7  +1  +6,13.0,4.0,Kyu SCC,,1.74  1.58  1.81,326  298  339,20  5  15,/  8  3  5  /,9  3  6,+12  +2  +10,94%  100%  92%,208  198  213,15%  17%  13%,7  1  6,0  0  0,+7  +1  +6,,,,,,,,,,,,,,
57,Instxnct SCC,,1.42  1.15  1.53,282  232  303,18  4  14,/  9  3  6  /,1  1  0,+9  +1  +8,88%  80%  92%,173  158  180,27%  23%  29%,4  2  2,1  0  1,+3  +2  +1,,,Instxnct SCC,,1.42  1.15  1.53,282  232  303,18  4  14,/  9  3  6  /,1  1  0,+9  +1  +8,88%  80%  92%,173  158  180,27%  23%  29%,4  2  2,1  0  1,+3  +2  +1,,,,,,,,,,,,,,
58,smiley SCC,,1.25  0.84  1.43,179  177  180,11  4  7,/  8  3  5  /,17  2  15,+3  +1  +2,94%  100%  92%,108  96  113,33%  22%  39%,1  0  1,0  0  0,+1  0  +1,,,smiley SCC,,1.25  0.84  1.43,179  177  180,11  4  7,/  8  3  5  /,17  2  15,+3  +1  +2,94%  100%  92%,108  96  113,33%  22%  39%,1  0  1,0  0  0,+1  0  +1,,,,,,,,,,,,,,
59,sSef SCC,,0.93  0.61  1.07,161  82  195,10  1  9,/  10  4  6  /,6  2  4,0  -3  +3,94%  100%  92%,101  48  123,20%  33%  19%,0  0  0,0  0  0,0  0  0,,,sSef SCC,,0.93  0.61  1.07,161  82  195,10  1  9,/  10  4  6  /,6  2  4,0  -3  +3,94%  100%  92%,101  48  123,20%  33%  19%,0  0  0,0  0  0,0  0  0,,,,,,,,,,,,,,
60,sharky QoR,,0.94  0.85  1.15,199  207  182,12  8  4,/  15  11  4  /,8  7  1,-3  -3  0,71%  83%  40%,122  129  106,34%  50%  18%,0  0  0,2  1  1,-2  -1  -1,,,sharky QoR,,0.94  0.85  1.15,199  207  182,12  8  4,/  15  11  4  /,8  7  1,-3  -3  0,71%  83%  40%,122  129  106,34%  50%  18%,0  0  0,2  1  1,-2  -1  -1,,,,,,,,,,,,,,
61,nerve QoR,,0.77  0.34  1.81,183  112  356,11  4  7,/  15  12  3  /,4  4  0,-4  -8  +4,59%  58%  60%,101  67  182,27%  25%  29%,0  0  0,2  2  0,-2  -2  0,,,nerve QoR,,0.77  0.34  1.81,183  112  356,11  4  7,/  15  12  3  /,4  4  0,-4  -8  +4,59%  58%  60%,101  67  182,27%  25%  29%,0  0  0,2  2  0,-2  -2  0,,,,,,,,,,,,,,
62,XXiF QoR,,0.64  0.73  0.43,209  232  154,11  9  2,/  17  12  5  /,1  0  1,-6  -3  -3,47%  50%  40%,129  141  100,17%  21%  8%,1  1  0,6  4  2,-5  -3  -2,,,XXiF QoR,,0.64  0.73  0.43,209  232  154,11  9  2,/  17  12  5  /,1  0  1,-6  -3  -3,47%  50%  40%,129  141  100,17%  21%  8%,1  1  0,6  4  2,-5  -3  -2,,,,,,,,,,,,,,
63,snarly QoR,,0.31  0.42  0.04,73  68  86,4  3  1,/  16  11  5  /,2  1  1,-12  -8  -4,41%  42%  40%,51  47  63,29%  43%  14%,0  0  0,2  2  0,-2  -2  0,,,snarly QoR,,0.31  0.42  0.04,73  68  86,4  3  1,/  16  11  5  /,2  1  1,-12  -8  -4,41%  42%  40%,51  47  63,29%  43%  14%,0  0  0,2  2  0,-2  -2  0,,,,,,,,,,,,,,
64,tdawgg QoR,,0.28  0.34  0.13,80  80  83,4  3  1,/  16  11  5  /,6  4  2,-12  -8  -4,71%  75%  60%,58  53  71,46%  50%  40%,0  0  0,4  2  2,-4  -2  -2,,,tdawgg QoR,,0.28  0.34  0.13,80  80  83,4  3  1,/  16  11  5  /,6  4  2,-12  -8  -4,71%  75%  60%,58  53  71,46%  50%  40%,0  0  0,4  2  2,-4  -2  -2,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
